category,product_tier,price_band,customer_tier,market_region,optional_services,quantity,price,order_value,selected_products_count,delivery_lead_time_days,is_expedited_delivery,optional_services_count,optional_services_fee,requested_discount_percent,customer_avg_previous_discount,product_avg_previous_discount,customer_previous_transactions,tier_discount,tier_max_discount,recommended_discount_percent
SOFTWARE,STANDARD,MEDIUM,SILVER,DOMESTIC,NONE,100,25.08,2508.0,3,26,0,0,0.0,10.31,9.44,6.25,9,8.0,18.0,14.85
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,EUROPE,PREMIUM_SLA,1,175.79,175.79,3,25,0,2,417.46,1.15,4.35,5.92,9,5.0,12.0,7.55
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,250,319.6,79900.0,3,28,0,1,67.69,3.94,5.96,7.67,3,5.0,12.0,12.0
INDUSTRIAL,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,2,130.8,261.6,2,17,0,1,229.96,5.02,5.13,8.72,7,5.0,12.0,3.93
SOFTWARE,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,333.2,333.2,1,27,0,1,95.39,13.23,10.94,8.08,13,12.0,24.0,14.19
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,10,475.24,4752.4,1,18,0,0,0.0,5.38,5.98,7.92,6,5.0,12.0,3.02
SOFTWARE,PREMIUM,LOW,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,9.02,45.1,2,8,0,1,119.07,7.75,8.85,10.39,9,5.0,12.0,10.54
OFFICE_SUPPLIES,STANDARD,HIGH,SILVER,DOMESTIC,INSTALLATION,1,102.76,102.76,1,17,0,1,99.22,4.75,9.0,10.94,6,8.0,18.0,9.99
SOFTWARE,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,96.42,96.42,2,26,0,1,116.51,7.32,2.0,9.24,6,5.0,12.0,10.44
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,2,278.66,557.32,1,22,0,1,199.57,5.56,6.69,7.04,6,5.0,12.0,1.27
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,100,182.01,18201.0,4,8,0,0,0.0,4.98,2.0,10.4,8,5.0,12.0,2.25
SERVICES,ENTERPRISE,PREMIUM,PLATINUM,EUROPE,NONE,2,413.8,827.6,1,3,1,0,0.0,15.96,11.1,7.54,10,16.0,30.0,6.96
ELECTRONICS,PREMIUM,PREMIUM,SILVER,EUROPE,TRAINING_AND_SUPPORT,1,374.39,374.39,3,2,1,1,222.96,0.0,8.84,8.79,3,8.0,18.0,1.21
OFFICE_SUPPLIES,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,5,279.91,1399.55,2,5,0,1,82.6,14.05,14.82,8.33,9,16.0,30.0,10.66
SOFTWARE,ECONOMY,LOW,STANDARD,DOMESTIC,EXTENDED_WARRANTY,50,12.6,630.0,2,29,0,1,80.63,8.26,4.66,9.48,14,5.0,12.0,12.0
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,5,472.36,2361.8,1,30,0,0,0.0,3.82,5.45,6.12,10,5.0,12.0,8.03
HARDWARE,PREMIUM,HIGH,SILVER,DOMESTIC,NONE,1,68.55,68.55,1,18,0,0,0.0,7.69,7.95,7.95,6,8.0,18.0,5.05
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,DOMESTIC,INSTALLATION,10,436.04,4360.4,1,16,0,1,141.34,10.05,7.29,8.59,9,8.0,18.0,12.41
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,2,365.57,731.14,4,13,0,1,153.0,7.68,9.74,9.29,6,8.0,18.0,7.53
INDUSTRIAL,ECONOMY,HIGH,STANDARD,DOMESTIC,NONE,20,80.38,1607.6,1,23,0,0,0.0,5.12,2.0,4.91,9,5.0,12.0,4.91
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,1,181.43,181.43,1,12,0,0,0.0,2.09,8.89,7.38,9,8.0,18.0,2.32
OFFICE_SUPPLIES,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,NONE,20,389.58,7791.6,4,1,1,0,0.0,14.43,14.25,9.49,7,16.0,30.0,7.31
SOFTWARE,ECONOMY,HIGH,PLATINUM,DOMESTIC,WHITE_GLOVE,20,137.24,2744.8,2,21,0,2,493.11,17.95,20.55,4.33,12,16.0,30.0,23.89
HARDWARE,PREMIUM,HIGH,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,1,65.99,65.99,4,30,0,1,85.73,7.77,5.42,7.4,8,5.0,12.0,4.63
SOFTWARE,STANDARD,PREMIUM,GOLD,INTERNATIONAL,INSTALLATION,2,206.32,412.64,2,12,0,1,186.55,7.27,9.43,13.14,9,12.0,24.0,12.64
FURNITURE,STANDARD,HIGH,GOLD,INTERNATIONAL,NONE,10,142.11,1421.1,1,30,0,0,0.0,13.08,10.69,9.02,4,12.0,24.0,11.12
ELECTRONICS,ENTERPRISE,PREMIUM,SILVER,EUROPE,NONE,50,311.72,15586.0,2,21,0,0,0.0,8.87,9.76,7.3,5,8.0,18.0,10.01
SERVICES,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,NONE,1,352.32,352.32,4,24,0,0,0.0,12.95,13.96,10.06,9,16.0,30.0,13.98
SERVICES,PREMIUM,MEDIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,1,35.49,35.49,2,6,0,1,58.92,5.26,7.78,8.22,10,5.0,12.0,6.56
HARDWARE,ENTERPRISE,PREMIUM,PLATINUM,EUROPE,EXTENDED_WARRANTY,2,291.11,582.22,3,19,0,1,158.11,18.75,16.57,8.13,7,16.0,30.0,14.11
ELECTRONICS,ECONOMY,PREMIUM,PLATINUM,INTERNATIONAL,NONE,500,180.66,90330.0,1,17,0,0,0.0,17.55,17.24,8.06,9,16.0,30.0,16.66
FURNITURE,PREMIUM,HIGH,PLATINUM,INTERNATIONAL,NONE,50,53.37,2668.5,2,29,0,0,0.0,20.48,13.86,9.24,7,16.0,30.0,15.96
OFFICE_SUPPLIES,ENTERPRISE,HIGH,SILVER,DOMESTIC,NONE,250,73.69,18422.5,1,13,0,0,0.0,6.92,7.47,8.83,12,8.0,18.0,10.67
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,10,200.25,2002.5,3,26,0,0,0.0,0.0,7.2,8.91,10,5.0,12.0,7.44
SERVICES,ECONOMY,PREMIUM,SILVER,EUROPE,NONE,5,379.64,1898.2,1,12,0,0,0.0,11.17,7.73,3.59,3,8.0,18.0,9.18
ELECTRONICS,STANDARD,HIGH,GOLD,EUROPE,EXTENDED_WARRANTY,50,89.66,4483.0,1,23,0,1,188.67,11.88,8.26,7.64,11,12.0,24.0,6.84
HARDWARE,ECONOMY,HIGH,SILVER,EUROPE,NONE,2,61.34,122.68,4,14,0,0,0.0,9.97,6.99,8.44,9,8.0,18.0,5.63
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,10,395.76,3957.6,2,2,1,0,0.0,5.5,4.74,7.23,5,5.0,12.0,3.65
ELECTRONICS,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,10,259.79,2597.9,2,2,1,1,204.32,9.78,11.72,8.01,6,12.0,24.0,9.46
HARDWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,1,233.64,233.64,1,15,0,0,0.0,7.94,2.56,5.33,8,5.0,12.0,2.53
ELECTRONICS,STANDARD,HIGH,PLATINUM,DOMESTIC,NONE,1,80.39,80.39,2,16,0,0,0.0,21.99,15.83,5.11,5,16.0,30.0,10.68
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,1,170.16,170.16,1,14,0,2,203.21,4.59,6.19,8.83,8,5.0,12.0,6.25
SERVICES,STANDARD,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,20,318.53,6370.6,2,6,0,1,81.29,0.96,6.23,6.76,8,5.0,12.0,8.45
INDUSTRIAL,ENTERPRISE,HIGH,GOLD,EUROPE,WHITE_GLOVE,1000,117.84,117840.0,2,18,0,2,296.38,14.6,8.59,8.5,7,12.0,24.0,18.66
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,10,371.78,3717.8,1,11,0,1,205.37,1.74,8.88,9.6,8,5.0,12.0,9.62
SERVICES,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,5,348.77,1743.85,1,4,0,0,0.0,0.93,6.06,6.16,8,5.0,12.0,7.76
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,INTERNATIONAL,WHITE_GLOVE,10,483.77,4837.7,1,1,1,2,457.91,2.87,6.08,6.96,11,8.0,18.0,7.09
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,5,286.14,1430.7,3,15,0,1,246.58,7.68,9.06,8.01,12,8.0,18.0,12.44
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,20,227.05,4541.0,2,18,0,2,475.69,7.87,2.88,7.29,5,5.0,12.0,9.77
FURNITURE,STANDARD,MEDIUM,GOLD,EUROPE,TRAINING_AND_SUPPORT,10,42.24,422.4,2,18,0,1,236.02,11.72,12.72,11.84,12,12.0,24.0,11.53
SERVICES,STANDARD,PREMIUM,SILVER,INTERNATIONAL,NONE,10,331.9,3319.0,3,8,0,0,0.0,9.42,10.45,9.18,11,8.0,18.0,10.6
SERVICES,STANDARD,PREMIUM,GOLD,DOMESTIC,NONE,5,224.7,1123.5,4,6,0,0,0.0,14.28,14.92,7.3,8,12.0,24.0,8.68
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,EUROPE,NONE,2,463.87,927.74,4,11,0,0,0.0,4.95,6.89,7.72,9,8.0,18.0,7.26
SERVICES,STANDARD,HIGH,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,5,107.2,536.0,4,26,0,1,61.92,3.7,3.99,9.05,7,5.0,12.0,5.69
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,20,357.65,7153.0,5,14,0,1,106.3,6.02,8.08,7.27,9,5.0,12.0,10.94
INDUSTRIAL,STANDARD,PREMIUM,GOLD,EUROPE,PREMIUM_SLA,5,350.99,1754.95,1,19,0,2,248.95,12.78,16.48,8.47,9,12.0,24.0,16.32
SERVICES,PREMIUM,HIGH,STANDARD,EUROPE,NONE,2,77.13,154.26,1,17,0,0,0.0,8.5,2.55,7.76,4,5.0,12.0,7.71
ELECTRONICS,ENTERPRISE,HIGH,STANDARD,EUROPE,INSTALLATION,2,51.98,103.96,4,13,0,1,129.55,5.7,8.51,5.51,8,5.0,12.0,7.13
INDUSTRIAL,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,NONE,2,267.78,535.56,4,14,0,0,0.0,17.53,17.64,10.02,7,16.0,30.0,10.52
INDUSTRIAL,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,20,275.49,5509.8,2,30,0,1,61.49,9.79,16.63,4.94,12,16.0,30.0,17.08
SERVICES,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,2,477.11,954.22,2,5,0,1,73.03,8.16,5.31,8.46,10,5.0,12.0,6.33
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,2,476.16,952.32,1,10,0,1,208.39,6.27,4.97,8.74,8,5.0,12.0,4.43
HARDWARE,STANDARD,PREMIUM,GOLD,DOMESTIC,NONE,1,358.82,358.82,1,12,0,0,0.0,12.95,6.19,9.93,6,12.0,24.0,3.22
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,5,438.98,2194.9,1,18,0,0,0.0,8.2,8.17,8.71,13,5.0,12.0,6.99
SERVICES,PREMIUM,MEDIUM,STANDARD,DOMESTIC,NONE,1,45.09,45.09,2,14,0,0,0.0,4.2,5.65,8.7,6,5.0,12.0,6.9
SERVICES,ECONOMY,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,387.48,1937.4,1,12,0,1,145.01,1.36,3.55,8.0,9,5.0,12.0,5.31
SERVICES,ENTERPRISE,HIGH,GOLD,DOMESTIC,NONE,5,71.37,356.85,3,18,0,0,0.0,14.3,13.44,6.54,5,12.0,24.0,10.32
OFFICE_SUPPLIES,PREMIUM,HIGH,SILVER,EUROPE,EXTENDED_WARRANTY,50,142.53,7126.5,5,30,0,1,193.88,8.64,6.19,4.46,8,8.0,18.0,10.04
ELECTRONICS,ENTERPRISE,HIGH,PLATINUM,DOMESTIC,TRAINING_AND_SUPPORT,10,138.02,1380.2,1,8,0,1,118.13,14.26,15.37,10.24,7,16.0,30.0,9.83
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,2,192.84,385.68,3,5,0,1,240.34,10.4,5.66,7.22,7,5.0,12.0,3.71
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,20,437.48,8749.6,2,26,0,2,383.1,10.46,2.04,7.64,6,5.0,12.0,8.82
FURNITURE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,2,293.98,587.96,1,22,0,0,0.0,7.8,9.94,5.85,9,5.0,12.0,9.6
INDUSTRIAL,ENTERPRISE,MEDIUM,STANDARD,DOMESTIC,NONE,1,49.93,49.93,2,9,0,0,0.0,9.64,2.1,7.56,11,5.0,12.0,6.05
SERVICES,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,NONE,1,407.39,407.39,2,3,1,0,0.0,16.64,17.7,4.64,11,16.0,30.0,12.27
FURNITURE,PREMIUM,PREMIUM,GOLD,EUROPE,NONE,2,316.89,633.78,1,15,0,0,0.0,6.52,14.9,6.88,4,12.0,24.0,12.3
FURNITURE,PREMIUM,PREMIUM,GOLD,EUROPE,INSTALLATION,1,299.21,299.21,3,11,0,1,120.71,9.96,9.85,9.67,9,12.0,24.0,5.92
SERVICES,PREMIUM,PREMIUM,STANDARD,EUROPE,INSTALLATION,500,318.87,159435.0,1,4,0,1,212.4,4.44,5.09,12.75,9,5.0,12.0,10.56
SOFTWARE,PREMIUM,HIGH,PLATINUM,DOMESTIC,TRAINING_AND_SUPPORT,100,99.79,9979.0,1,29,0,1,233.17,10.76,20.07,8.03,6,16.0,30.0,16.26
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,5,358.24,1791.2,2,17,0,1,95.53,3.05,2.0,12.76,8,5.0,12.0,8.95
OFFICE_SUPPLIES,ENTERPRISE,MEDIUM,STANDARD,INTERNATIONAL,NONE,50,27.81,1390.5,2,28,0,0,0.0,6.52,2.0,8.9,9,5.0,12.0,8.08
ELECTRONICS,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,10,179.63,1796.3,2,8,0,0,0.0,0.61,5.45,7.89,13,8.0,18.0,5.5
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,2,244.63,489.26,1,16,0,0,0.0,7.08,3.61,7.58,4,5.0,12.0,7.61
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,20,479.23,9584.6,5,23,0,1,186.32,6.54,4.92,10.61,5,5.0,12.0,5.28
INDUSTRIAL,STANDARD,MEDIUM,SILVER,DOMESTIC,NONE,1,24.64,24.64,2,24,0,0,0.0,7.25,6.51,8.12,2,8.0,18.0,11.28
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,436.31,436.31,1,3,1,1,163.43,7.64,4.42,9.74,12,5.0,12.0,1.0
SOFTWARE,PREMIUM,MEDIUM,GOLD,DOMESTIC,PREMIUM_SLA,1,24.49,24.49,4,22,0,2,200.55,11.73,10.02,9.16,13,12.0,24.0,10.84
SOFTWARE,PREMIUM,HIGH,GOLD,DOMESTIC,WHITE_GLOVE,20,133.14,2662.8,1,22,0,2,350.1,13.52,16.59,9.91,9,12.0,24.0,18.24
OFFICE_SUPPLIES,ECONOMY,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,20,416.75,8335.0,2,19,0,1,66.93,6.35,5.61,8.48,5,8.0,18.0,8.18
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,1,307.79,307.79,4,14,0,2,393.67,4.33,2.79,5.51,10,5.0,12.0,9.12
SERVICES,ECONOMY,PREMIUM,GOLD,INTERNATIONAL,NONE,2,316.66,633.32,4,20,0,0,0.0,13.02,7.28,7.02,10,12.0,24.0,11.25
FURNITURE,ENTERPRISE,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,1,398.28,398.28,2,9,0,2,294.22,9.21,6.17,8.93,3,5.0,12.0,3.39
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,INTERNATIONAL,NONE,20,317.6,6352.0,1,19,0,0,0.0,7.74,5.8,9.25,8,8.0,18.0,11.95
INDUSTRIAL,STANDARD,PREMIUM,PLATINUM,EUROPE,INSTALLATION,1,244.05,244.05,4,27,0,1,227.07,18.28,15.95,7.33,7,16.0,30.0,14.15
ELECTRONICS,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,2,414.07,828.14,4,8,0,0,0.0,8.65,9.42,9.25,8,8.0,18.0,1.0
FURNITURE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,5,163.53,817.65,1,1,1,1,181.09,13.8,15.01,8.37,10,16.0,30.0,7.63
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,2,271.0,542.0,2,3,1,1,151.87,8.46,6.98,9.36,7,8.0,18.0,9.66
ELECTRONICS,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,INSTALLATION,20,347.17,6943.4,3,22,0,1,210.25,13.48,11.25,8.87,6,12.0,24.0,7.68
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,2,383.7,767.4,4,11,0,0,0.0,0.0,8.08,11.92,8,8.0,18.0,4.22
HARDWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,50,477.77,23888.5,2,14,0,0,0.0,10.63,3.28,10.53,10,8.0,18.0,2.71
FURNITURE,ECONOMY,HIGH,STANDARD,DOMESTIC,NONE,1,72.56,72.56,1,13,0,0,0.0,7.21,5.42,4.97,4,5.0,12.0,2.6
HARDWARE,ENTERPRISE,PREMIUM,STANDARD,EUROPE,NONE,5,405.17,2025.85,2,22,0,0,0.0,1.54,3.95,6.64,11,5.0,12.0,6.81
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,EUROPE,INSTALLATION,2,442.57,885.14,2,24,0,1,91.7,5.31,5.28,11.4,14,5.0,12.0,7.51
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,1,372.18,372.18,1,13,0,0,0.0,8.99,10.14,5.77,7,8.0,18.0,9.76
SERVICES,STANDARD,MEDIUM,GOLD,DOMESTIC,PREMIUM_SLA,1,44.25,44.25,1,15,0,2,224.99,8.06,12.75,10.76,7,12.0,24.0,13.9
FURNITURE,ECONOMY,PREMIUM,GOLD,DOMESTIC,INSTALLATION,1,416.91,416.91,3,8,0,1,113.8,14.86,14.43,6.92,9,12.0,24.0,7.58
INDUSTRIAL,ENTERPRISE,MEDIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,2,41.44,82.88,2,17,0,1,185.56,16.12,19.31,11.23,10,16.0,30.0,16.94
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,20,326.76,6535.2,3,10,0,0,0.0,5.15,4.45,10.71,8,5.0,12.0,1.36
INDUSTRIAL,ENTERPRISE,HIGH,PLATINUM,INTERNATIONAL,EXTENDED_WARRANTY,20,76.62,1532.4,3,14,0,1,165.11,17.11,14.05,11.43,15,16.0,30.0,17.87
ELECTRONICS,STANDARD,PREMIUM,GOLD,INTERNATIONAL,NONE,1,276.52,276.52,4,25,0,0,0.0,11.03,12.23,3.69,10,12.0,24.0,8.1
SERVICES,PREMIUM,PREMIUM,SILVER,DOMESTIC,INSTALLATION,20,150.52,3010.4,2,14,0,1,201.02,4.71,9.04,11.02,10,8.0,18.0,11.76
HARDWARE,ECONOMY,PREMIUM,STANDARD,EUROPE,INSTALLATION,5,467.38,2336.9,2,12,0,1,224.54,0.87,2.0,9.9,13,5.0,12.0,4.2
ELECTRONICS,STANDARD,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,20,484.96,9699.2,1,7,0,2,310.95,16.55,15.26,7.14,6,12.0,24.0,8.6
SERVICES,PREMIUM,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,5,478.64,2393.2,1,24,0,1,238.18,3.47,9.04,8.66,7,8.0,18.0,12.63
FURNITURE,PREMIUM,PREMIUM,SILVER,DOMESTIC,INSTALLATION,1,443.09,443.09,4,12,0,1,223.51,10.83,8.13,4.51,7,8.0,18.0,2.85
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,461.37,461.37,2,10,0,1,152.42,3.03,3.33,8.61,6,5.0,12.0,7.88
INDUSTRIAL,ECONOMY,PREMIUM,GOLD,DOMESTIC,NONE,100,177.1,17710.0,2,12,0,0,0.0,14.79,14.23,7.02,7,12.0,24.0,12.84
SOFTWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,50,399.06,19953.0,2,25,0,0,0.0,8.08,7.89,10.09,6,8.0,18.0,14.13
SERVICES,STANDARD,HIGH,STANDARD,INTERNATIONAL,NONE,250,67.4,16850.0,1,28,0,0,0.0,0.34,6.82,10.83,5,5.0,12.0,11.34
ELECTRONICS,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,20,224.1,4482.0,2,8,0,1,97.87,6.29,7.09,10.34,6,8.0,18.0,6.56
OFFICE_SUPPLIES,ENTERPRISE,MEDIUM,STANDARD,EUROPE,NONE,10,22.01,220.1,5,26,0,0,0.0,3.02,4.88,6.01,5,5.0,12.0,3.62
FURNITURE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,2,278.49,556.98,3,9,0,1,66.63,16.42,16.31,7.04,12,16.0,30.0,11.68
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,10,471.46,4714.6,2,7,0,1,147.92,10.42,6.78,8.18,7,8.0,18.0,9.87
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,100,163.26,16326.0,3,5,0,0,0.0,5.82,3.41,7.49,9,5.0,12.0,2.15
SERVICES,STANDARD,PREMIUM,GOLD,INTERNATIONAL,EXTENDED_WARRANTY,100,467.57,46757.0,3,2,1,1,59.29,12.02,13.7,8.4,13,12.0,24.0,12.22
INDUSTRIAL,ECONOMY,PREMIUM,STANDARD,EUROPE,NONE,500,307.39,153695.0,1,10,0,0,0.0,2.17,4.59,5.16,10,5.0,12.0,11.46
INDUSTRIAL,ECONOMY,MEDIUM,SILVER,DOMESTIC,PREMIUM_SLA,20,49.89,997.8,1,30,0,2,177.07,2.21,6.2,7.13,4,8.0,18.0,13.77
ELECTRONICS,ECONOMY,HIGH,SILVER,DOMESTIC,NONE,5,115.9,579.5,1,6,0,0,0.0,9.25,8.21,5.69,7,8.0,18.0,3.36
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,1,190.02,190.02,2,2,1,0,0.0,3.85,6.55,10.79,9,5.0,12.0,1.0
INDUSTRIAL,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,500,147.06,73530.0,1,27,0,1,87.18,2.77,2.0,5.85,4,5.0,12.0,7.69
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,20,489.96,9799.2,2,27,0,1,189.59,7.0,3.21,8.54,12,5.0,12.0,6.3
INDUSTRIAL,STANDARD,HIGH,SILVER,EUROPE,NONE,10,87.89,878.9,1,12,0,0,0.0,6.42,6.71,9.66,7,8.0,18.0,8.15
INDUSTRIAL,STANDARD,MEDIUM,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,5,48.2,241.0,1,18,0,1,200.59,13.73,11.16,5.93,13,12.0,24.0,13.77
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,5,439.72,2198.6,3,17,0,1,170.24,10.69,7.81,5.98,13,8.0,18.0,9.23
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,1,206.72,206.72,2,14,0,1,73.67,8.64,5.77,7.72,4,8.0,18.0,6.15
FURNITURE,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,NONE,10,194.4,1944.0,2,3,1,0,0.0,4.13,6.44,9.72,9,8.0,18.0,2.71
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,10,355.67,3556.7,2,12,0,1,204.82,4.65,6.75,6.07,10,5.0,12.0,6.41
SOFTWARE,STANDARD,PREMIUM,GOLD,DOMESTIC,NONE,250,362.69,90672.5,1,24,0,0,0.0,13.62,13.63,7.16,6,12.0,24.0,16.76
INDUSTRIAL,ENTERPRISE,HIGH,PLATINUM,DOMESTIC,INSTALLATION,1,134.11,134.11,2,3,1,1,109.69,18.66,16.56,7.42,9,16.0,30.0,9.07
OFFICE_SUPPLIES,ECONOMY,LOW,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,2,12.49,24.98,1,22,0,1,169.57,4.91,2.0,7.73,6,5.0,12.0,9.15
OFFICE_SUPPLIES,STANDARD,PREMIUM,PLATINUM,DOMESTIC,NONE,5,320.29,1601.45,3,12,0,0,0.0,25.7,17.07,5.68,2,16.0,30.0,10.05
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,500,280.11,140055.0,1,2,1,2,386.53,6.48,2.0,4.68,10,5.0,12.0,7.57
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,50,474.43,23721.5,1,26,0,0,0.0,2.35,7.15,9.48,12,5.0,12.0,10.22
INDUSTRIAL,PREMIUM,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,20,189.67,3793.4,1,11,0,2,231.57,15.6,12.34,6.73,8,12.0,24.0,14.36
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,425.79,425.79,1,18,0,1,184.24,12.68,12.82,9.72,5,12.0,24.0,14.09
FURNITURE,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,5,442.86,2214.3,4,23,0,2,157.8,14.26,10.35,7.38,7,12.0,24.0,10.21
ELECTRONICS,ECONOMY,PREMIUM,GOLD,DOMESTIC,NONE,5,333.13,1665.65,3,17,0,0,0.0,9.32,10.74,8.22,10,12.0,24.0,6.87
FURNITURE,STANDARD,HIGH,SILVER,DOMESTIC,EXTENDED_WARRANTY,50,105.02,5251.0,4,1,1,1,248.75,9.0,7.49,10.85,3,8.0,18.0,6.5
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,206.22,1031.1,1,3,1,1,180.74,7.68,8.27,7.94,12,8.0,18.0,6.86
